"team","year","medal","n","gdp","pop"
"Nigeria",2008,"Bronze",7,330.679000570778,152.382506
"Nigeria",2008,"Gold",0,330.679000570778,152.382506
"Nigeria",2008,"Silver",16,330.679000570778,152.382506
"Nigeria",2012,"Bronze",0,423.525315758054,170.075932
"Nigeria",2012,"Gold",0,423.525315758054,170.075932
"Nigeria",2012,"Silver",0,423.525315758054,170.075932
"Nigeria",2016,"Bronze",18,485.05508745582,188.666931
"Nigeria",2016,"Gold",0,485.05508745582,188.666931
"Nigeria",2016,"Silver",0,485.05508745582,188.666931
"North Korea",2000,"Bronze",3,NA,23.367059
"North Korea",2000,"Gold",0,NA,23.367059
"North Korea",2000,"Silver",1,NA,23.367059
"North Korea",2004,"Bronze",1,NA,23.94893
"North Korea",2004,"Gold",0,NA,23.94893
"North Korea",2004,"Silver",4,NA,23.94893
"North Korea",2008,"Bronze",3,NA,24.469047
"North Korea",2008,"Gold",2,NA,24.469047
"North Korea",2008,"Silver",1,NA,24.469047
"North Korea",2012,"Bronze",2,NA,24.88777
"North Korea",2012,"Gold",4,NA,24.88777
"North Korea",2012,"Silver",0,NA,24.88777
"North Korea",2016,"Bronze",2,NA,25.389611
"North Korea",2016,"Gold",2,NA,25.389611
"North Korea",2016,"Silver",3,NA,25.389611
"Norway",2000,"Bronze",19,304.696827529193,4.490967
"Norway",2000,"Gold",20,304.696827529193,4.490967
"Norway",2000,"Silver",4,304.696827529193,4.490967
"Norway",2004,"Bronze",2,331.035320863904,4.59191
"Norway",2004,"Gold",5,331.035320863904,4.59191
"Norway",2004,"Silver",0,331.035320863904,4.59191
"Norway",2008,"Bronze",1,360.167903275809,4.768212
"Norway",2008,"Gold",16,360.167903275809,4.768212
"Norway",2008,"Silver",5,360.167903275809,4.768212
"Norway",2012,"Bronze",1,369.67651131549,5.018573
"Norway",2012,"Gold",15,369.67651131549,5.018573
"Norway",2012,"Silver",1,369.67651131549,5.018573
"Norway",2016,"Bronze",19,392.680500155007,5.234519
"Norway",2016,"Gold",0,392.680500155007,5.234519
"Norway",2016,"Silver",0,392.680500155007,5.234519
"Panama",2000,"Bronze",0,21.0767936056358,3.001731
"Panama",2000,"Gold",0,21.0767936056358,3.001731
"Panama",2000,"Silver",0,21.0767936056358,3.001731
"Panama",2004,"Bronze",0,24.28032373558,3.243311
"Panama",2004,"Gold",0,24.28032373558,3.243311
"Panama",2004,"Silver",0,24.28032373558,3.243311
"Panama",2008,"Bronze",0,34.7881913640896,3.495276
"Panama",2008,"Gold",1,34.7881913640896,3.495276
"Panama",2008,"Silver",0,34.7881913640896,3.495276
"Panama",2012,"Bronze",0,45.5473345544935,3.754862
"Panama",2012,"Gold",0,45.5473345544935,3.754862
"Panama",2012,"Silver",0,45.5473345544935,3.754862
"Panama",2016,"Bronze",0,56.7710812427329,4.026336
"Panama",2016,"Gold",0,56.7710812427329,4.026336
"Panama",2016,"Silver",0,56.7710812427329,4.026336
"Paraguay",2000,"Bronze",0,20.7834332762554,5.123819
"Paraguay",2000,"Gold",0,20.7834332762554,5.123819
"Paraguay",2000,"Silver",0,20.7834332762554,5.123819
"Paraguay",2004,"Bronze",0,22.3681779145133,5.416324
"Paraguay",2004,"Gold",0,22.3681779145133,5.416324
"Paraguay",2004,"Silver",17,22.3681779145133,5.416324
"Paraguay",2008,"Bronze",0,26.8815151656739,5.645148
"Paraguay",2008,"Gold",0,26.8815151656739,5.645148
"Paraguay",2008,"Silver",0,26.8815151656739,5.645148
"Paraguay",2012,"Bronze",0,30.8428995014209,5.923322
"Paraguay",2012,"Gold",0,30.8428995014209,5.923322
"Paraguay",2012,"Silver",0,30.8428995014209,5.923322
"Paraguay",2016,"Bronze",0,37.7569617884686,6.266615
"Paraguay",2016,"Gold",0,37.7569617884686,6.266615
"Paraguay",2016,"Silver",0,37.7569617884686,6.266615
"Philippines",2000,"Bronze",0,142.796015298758,77.958223
"Philippines",2000,"Gold",0,142.796015298758,77.958223
"Philippines",2000,"Silver",0,142.796015298758,77.958223
"Philippines",2004,"Bronze",0,170.918125634499,84.607501
"Philippines",2004,"Gold",0,170.918125634499,84.607501
"Philippines",2004,"Silver",0,170.918125634499,84.607501
"Philippines",2008,"Bronze",0,209.958471382781,91.252326
"Philippines",2008,"Gold",0,209.958471382781,91.252326
"Philippines",2008,"Silver",0,209.958471382781,91.252326
"Philippines",2012,"Bronze",0,253.818843995329,98.032317
"Philippines",2012,"Gold",0,253.818843995329,98.032317
"Philippines",2012,"Silver",0,253.818843995329,98.032317
"Philippines",2016,"Bronze",0,328.355086282447,104.875266
"Philippines",2016,"Gold",0,328.355086282447,104.875266
"Philippines",2016,"Silver",1,328.355086282447,104.875266
"Poland",2000,"Bronze",7,280.975991510811,38.258629
"Poland",2000,"Gold",7,280.975991510811,38.258629
"Poland",2000,"Silver",10,280.975991510811,38.258629
"Poland",2004,"Bronze",6,315.432020161825,38.182222
"Poland",2004,"Gold",4,315.432020161825,38.182222
"Poland",2004,"Silver",2,315.432020161825,38.182222
"Poland",2008,"Bronze",1,386.561612946014,38.125759
"Poland",2008,"Gold",6,386.561612946014,38.125759
"Poland",2008,"Silver",13,386.561612946014,38.125759
"Poland",2012,"Bronze",8,436.448070035814,38.063164
"Poland",2012,"Gold",2,436.448070035814,38.063164
"Poland",2012,"Silver",2,436.448070035814,38.063164
"Poland",2016,"Bronze",10,491.202812044038,37.970087
"Poland",2016,"Gold",3,491.202812044038,37.970087
"Poland",2016,"Silver",3,491.202812044038,37.970087
"Portugal",2000,"Bronze",2,193.398953419572,10.289898
"Portugal",2000,"Gold",0,193.398953419572,10.289898
"Portugal",2000,"Silver",0,193.398953419572,10.289898
"Portugal",2004,"Bronze",1,200.349947385126,10.483861
"Portugal",2004,"Gold",0,200.349947385126,10.483861
"Portugal",2004,"Silver",2,200.349947385126,10.483861
"Portugal",2008,"Bronze",0,211.012540457556,10.558177
"Portugal",2008,"Gold",1,211.012540457556,10.558177
"Portugal",2008,"Silver",1,211.012540457556,10.558177
"Portugal",2012,"Bronze",0,196.15396823559,10.514844
"Portugal",2012,"Gold",0,196.15396823559,10.514844
"Portugal",2012,"Silver",2,196.15396823559,10.514844
"Portugal",2016,"Bronze",1,203.420800578641,10.325452
"Portugal",2016,"Gold",0,203.420800578641,10.325452
"Portugal",2016,"Silver",0,203.420800578641,10.325452
"Puerto Rico",2000,"Bronze",0,99.5785891542144,3.810605
"Puerto Rico",2000,"Gold",0,99.5785891542144,3.810605
"Puerto Rico",2000,"Silver",0,99.5785891542144,3.810605
"Puerto Rico",2004,"Bronze",0,116.244440869299,3.826878
"Puerto Rico",2004,"Gold",0,116.244440869299,3.826878
"Puerto Rico",2004,"Silver",0,116.244440869299,3.826878
"Puerto Rico",2008,"Bronze",0,108.975346038928,3.760866
"Puerto Rico",2008,"Gold",0,108.975346038928,3.760866
"Puerto Rico",2008,"Silver",0,108.975346038928,3.760866
"Puerto Rico",2012,"Bronze",1,106.055693074003,3.634488
"Puerto Rico",2012,"Gold",0,106.055693074003,3.634488
"Puerto Rico",2012,"Silver",1,106.055693074003,3.634488
"Puerto Rico",2016,"Bronze",0,102.069149649478,3.406672
"Puerto Rico",2016,"Gold",1,102.069149649478,3.406672
"Puerto Rico",2016,"Silver",0,102.069149649478,3.406672
"Qatar",2000,"Bronze",1,33.6906291834261,0.645937
"Qatar",2000,"Gold",0,33.6906291834261,0.645937
"Qatar",2000,"Silver",0,33.6906291834261,0.645937
"Qatar",2004,"Bronze",0,46.392423696024,0.777943
"Qatar",2004,"Gold",0,46.392423696024,0.777943
"Qatar",2004,"Silver",0,46.392423696024,0.777943
"Qatar",2008,"Bronze",0,87.3482893355953,1.444277
"Qatar",2008,"Gold",0,87.3482893355953,1.444277
"Qatar",2008,"Silver",0,87.3482893355953,1.444277
"Qatar",2012,"Bronze",2,138.866156527608,1.90566
"Qatar",2012,"Gold",0,138.866156527608,1.90566
"Qatar",2012,"Silver",0,138.866156527608,1.90566
"Qatar",2016,"Bronze",0,166.695978169384,2.595166
"Qatar",2016,"Gold",0,166.695978169384,2.595166
"Qatar",2016,"Silver",1,166.695978169384,2.595166
"Romania",2000,"Bronze",13,102.502427619717,22.442971
"Romania",2000,"Gold",27,102.502427619717,22.442971
"Romania",2000,"Silver",6,102.502427619717,22.442971
"Romania",2004,"Bronze",11,128.83740462102,21.451748
"Romania",2004,"Gold",23,128.83740462102,21.451748
"Romania",2004,"Silver",5,128.83740462102,21.451748
"Romania",2008,"Bronze",16,170.756664425474,20.537875
"Romania",2008,"Gold",5,170.756664425474,20.537875
"Romania",2008,"Silver",1,170.756664425474,20.537875
"Romania",2012,"Bronze",6,165.163969901573,20.058035
"Romania",2012,"Gold",2,165.163969901573,20.058035
"Romania",2012,"Silver",8,165.163969901573,20.058035
"Romania",2016,"Bronze",10,182.966996893503,19.702267
"Romania",2016,"Gold",4,182.966996893503,19.702267
"Romania",2016,"Silver",2,182.966996893503,19.702267
"Russia",2000,"Bronze",54,780.432873752842,146.596869
"Russia",2000,"Gold",66,780.432873752842,146.596869
"Russia",2000,"Silver",67,780.432873752842,146.596869
"Russia",2004,"Bronze",95,987.823227180876,144.067316
"Russia",2004,"Gold",48,987.823227180876,144.067316
"Russia",2004,"Silver",46,987.823227180876,144.067316
"Russia",2008,"Bronze",53,1298.05626470647,142.742366
"Russia",2008,"Gold",43,1298.05626470647,142.742366
"Russia",2008,"Silver",46,1298.05626470647,142.742366
"Russia",2012,"Bronze",51,1356.93516351502,143.378447
"Russia",2012,"Gold",50,1356.93516351502,143.378447
"Russia",2012,"Silver",39,1356.93516351502,143.378447
"Russia",2016,"Bronze",35,1366.12311180803,145.01546
"Russia",2016,"Gold",52,1366.12311180803,145.01546
"Russia",2016,"Silver",28,1366.12311180803,145.01546
"Salinero",2000,"Bronze",0,NA,NA
"Salinero",2000,"Gold",0,NA,NA
"Salinero",2000,"Silver",0,NA,NA
"Salinero",2004,"Bronze",0,NA,NA
"Salinero",2004,"Gold",0,NA,NA
"Salinero",2004,"Silver",0,NA,NA
"Salinero",2008,"Bronze",0,NA,NA
"Salinero",2008,"Gold",0,NA,NA
"Salinero",2008,"Silver",1,NA,NA
"Salinero",2012,"Bronze",0,NA,NA
"Salinero",2012,"Gold",0,NA,NA
"Salinero",2012,"Silver",0,NA,NA
"Salinero",2016,"Bronze",0,NA,NA
"Salinero",2016,"Gold",0,NA,NA
"Salinero",2016,"Silver",0,NA,NA
"Satchmo",2000,"Bronze",0,NA,NA
"Satchmo",2000,"Gold",0,NA,NA
"Satchmo",2000,"Silver",0,NA,NA
"Satchmo",2004,"Bronze",0,NA,NA
"Satchmo",2004,"Gold",0,NA,NA
"Satchmo",2004,"Silver",0,NA,NA
"Satchmo",2008,"Bronze",0,NA,NA
"Satchmo",2008,"Gold",1,NA,NA
"Satchmo",2008,"Silver",0,NA,NA
"Satchmo",2012,"Bronze",0,NA,NA
"Satchmo",2012,"Gold",0,NA,NA
"Satchmo",2012,"Silver",0,NA,NA
"Satchmo",2016,"Bronze",0,NA,NA
"Satchmo",2016,"Gold",0,NA,NA
"Satchmo",2016,"Silver",0,NA,NA
"Saudi Arabia",2000,"Bronze",1,369.304875689234,21.54739
"Saudi Arabia",2000,"Gold",0,369.304875689234,21.54739
"Saudi Arabia",2000,"Silver",1,369.304875689234,21.54739
"Saudi Arabia",2004,"Bronze",0,425.795403002639,23.661808
"Saudi Arabia",2004,"Gold",0,425.795403002639,23.661808
"Saudi Arabia",2004,"Silver",0,425.795403002639,23.661808
"Saudi Arabia",2008,"Bronze",0,500.00936562381,27.437353
"Saudi Arabia",2008,"Gold",0,500.00936562381,27.437353
"Saudi Arabia",2008,"Silver",0,500.00936562381,27.437353
"Saudi Arabia",2012,"Bronze",4,601.824824266481,30.821543
"Saudi Arabia",2012,"Gold",0,601.824824266481,30.821543
"Saudi Arabia",2012,"Silver",0,601.824824266481,30.821543
"Saudi Arabia",2016,"Bronze",0,682.100649038503,33.41627
"Saudi Arabia",2016,"Gold",0,682.100649038503,33.41627
"Saudi Arabia",2016,"Silver",0,682.100649038503,33.41627
"Serbia",2000,"Bronze",0,NA,NA
"Serbia",2000,"Gold",0,NA,NA
"Serbia",2000,"Silver",0,NA,NA
"Serbia",2004,"Bronze",0,NA,NA
"Serbia",2004,"Gold",0,NA,NA
"Serbia",2004,"Silver",0,NA,NA
"Serbia",2008,"Bronze",14,NA,NA
"Serbia",2008,"Gold",0,NA,NA
"Serbia",2008,"Silver",1,NA,NA
"Serbia",2012,"Bronze",14,NA,NA
"Serbia",2012,"Gold",1,NA,NA
"Serbia",2012,"Silver",1,NA,NA
"Serbia",2016,"Bronze",13,NA,NA
"Serbia",2016,"Gold",14,NA,NA
"Serbia",2016,"Silver",27,NA,NA
"Serbia and Montenegro",2000,"Bronze",13,24.0016395337162,7.516346
"Serbia and Montenegro",2000,"Gold",11,24.0016395337162,7.516346
"Serbia and Montenegro",2000,"Silver",1,24.0016395337162,7.516346
"Serbia and Montenegro",2004,"Bronze",0,31.0586383736818,7.463157
"Serbia and Montenegro",2004,"Gold",0,31.0586383736818,7.463157
"Serbia and Montenegro",2004,"Silver",13,31.0586383736818,7.463157
"Serbia and Montenegro",2008,"Bronze",0,38.7427138280746,7.350222
"Serbia and Montenegro",2008,"Gold",0,38.7427138280746,7.350222
"Serbia and Montenegro",2008,"Silver",0,38.7427138280746,7.350222
"Serbia and Montenegro",2012,"Bronze",0,38.4688354187072,7.199077
"Serbia and Montenegro",2012,"Gold",0,38.4688354187072,7.199077
"Serbia and Montenegro",2012,"Silver",0,38.4688354187072,7.199077
"Serbia and Montenegro",2016,"Bronze",0,40.979898020819,7.058322
"Serbia and Montenegro",2016,"Gold",0,40.979898020819,7.058322
"Serbia and Montenegro",2016,"Silver",0,40.979898020819,7.058322
"Singapore",2000,"Bronze",0,140.533304238721,4.027887
"Singapore",2000,"Gold",0,140.533304238721,4.027887
"Singapore",2000,"Silver",0,140.533304238721,4.027887
"Singapore",2004,"Bronze",0,166.069208808394,4.166664
"Singapore",2004,"Gold",0,166.069208808394,4.166664
"Singapore",2004,"Silver",0,166.069208808394,4.166664
"Singapore",2008,"Bronze",0,215.844707508228,4.839396
"Singapore",2008,"Gold",0,215.844707508228,4.839396
"Singapore",2008,"Silver",3,215.844707508228,4.839396
"Singapore",2012,"Bronze",4,274.543305511611,5.312437
"Singapore",2012,"Gold",0,274.543305511611,5.312437
"Singapore",2012,"Silver",0,274.543305511611,5.312437
"Singapore",2016,"Bronze",0,319.051515647446,5.607283
"Singapore",2016,"Gold",1,319.051515647446,5.607283
"Singapore",2016,"Silver",0,319.051515647446,5.607283
"Slovakia",2000,"Bronze",1,48.0382778378844,5.38872
"Slovakia",2000,"Gold",2,48.0382778378844,5.38872
"Slovakia",2000,"Silver",3,48.0382778378844,5.38872
"Slovakia",2004,"Bronze",5,57.5756550837484,5.37228
"Slovakia",2004,"Gold",3,57.5756550837484,5.37228
"Slovakia",2004,"Silver",2,57.5756550837484,5.37228
"Slovakia",2008,"Bronze",1,77.9327490700484,5.379233
"Slovakia",2008,"Gold",4,77.9327490700484,5.379233
"Slovakia",2008,"Silver",5,77.9327490700484,5.379233
"Slovakia",2012,"Bronze",4,81.7952308349206,5.407579
"Slovakia",2012,"Gold",0,81.7952308349206,5.407579
"Slovakia",2012,"Silver",1,81.7952308349206,5.407579
"Slovakia",2016,"Bronze",0,90.6290726139167,5.430798
"Slovakia",2016,"Gold",3,90.6290726139167,5.430798
"Slovakia",2016,"Silver",5,90.6290726139167,5.430798
"Slovenia",2000,"Bronze",0,32.3014484970859,1.988925
"Slovenia",2000,"Gold",3,32.3014484970859,1.988925
"Slovenia",2000,"Silver",0,32.3014484970859,1.988925
"Slovenia",2004,"Bronze",3,37.0796445359777,1.997012
"Slovenia",2004,"Gold",0,37.0796445359777,1.997012
"Slovenia",2004,"Silver",2,37.0796445359777,1.997012
"Slovenia",2008,"Bronze",2,45.0686865573586,2.021316
"Slovenia",2008,"Gold",1,45.0686865573586,2.021316
"Slovenia",2008,"Silver",2,45.0686865573586,2.021316
"Slovenia",2012,"Bronze",3,41.4661647722726,2.057159
"Slovenia",2012,"Gold",1,41.4661647722726,2.057159
"Slovenia",2012,"Silver",1,41.4661647722726,2.057159
"Slovenia",2016,"Bronze",1,44.4834340407344,2.065042
"Slovenia",2016,"Gold",1,44.4834340407344,2.065042
"Slovenia",2016,"Silver",2,44.4834340407344,2.065042
"South Africa",2000,"Bronze",3,221.691970228101,46.813266
"South Africa",2000,"Gold",0,221.691970228101,46.813266
"South Africa",2000,"Silver",2,221.691970228101,46.813266
"South Africa",2004,"Bronze",3,254.135982543496,48.556071
"South Africa",2004,"Gold",4,254.135982543496,48.556071
"South Africa",2004,"Silver",3,254.135982543496,48.556071
"South Africa",2008,"Bronze",0,307.184409060741,50.565812
"South Africa",2008,"Gold",0,307.184409060741,50.565812
"South Africa",2008,"Silver",1,307.184409060741,50.565812
"South Africa",2012,"Bronze",1,329.233094599263,53.145033
"South Africa",2012,"Gold",6,329.233094599263,53.145033
"South Africa",2012,"Silver",2,329.233094599263,53.145033
"South Africa",2016,"Bronze",14,349.013858372625,56.422274
"South Africa",2016,"Gold",2,349.013858372625,56.422274
"South Africa",2016,"Silver",7,349.013858372625,56.422274
"South Korea",2000,"Bronze",35,798.929132744302,47.008111
"South Korea",2000,"Gold",12,798.929132744302,47.008111
"South Korea",2000,"Silver",26,798.929132744302,47.008111
"South Korea",2004,"Bronze",10,979.18895798011,48.082519
"South Korea",2004,"Gold",14,979.18895798011,48.082519
"South Korea",2004,"Silver",28,979.18895798011,48.082519
"South Korea",2008,"Bronze",26,1171.77273139234,49.054708
"South Korea",2008,"Gold",41,1171.77273139234,49.054708
"South Korea",2008,"Silver",11,1171.77273139234,49.054708
"South Korea",2012,"Bronze",30,1339.34590533201,50.199853
"South Korea",2012,"Gold",18,1339.34590533201,50.199853
"South Korea",2012,"Silver",13,1339.34590533201,50.199853
"South Korea",2016,"Bronze",10,1509.24136955354,51.217803
"South Korea",2016,"Gold",13,1509.24136955354,51.217803
"South Korea",2016,"Silver",3,1509.24136955354,51.217803
"Spain",2000,"Bronze",20,971.112252648437,40.567864
"Spain",2000,"Gold",3,971.112252648437,40.567864
"Spain",2000,"Silver",19,971.112252648437,40.567864
"Spain",2004,"Bronze",9,1101.13273976211,42.921895
"Spain",2004,"Gold",4,1101.13273976211,42.921895
"Spain",2004,"Silver",17,1101.13273976211,42.921895
"Spain",2008,"Bronze",16,1241.92326850508,45.954106
"Spain",2008,"Gold",7,1241.92326850508,45.954106
"Spain",2008,"Silver",47,1241.92326850508,45.954106
"Spain",2012,"Bronze",25,1152.25243668476,46.773055
"Spain",2012,"Gold",5,1152.25243668476,46.773055
"Spain",2012,"Silver",33,1152.25243668476,46.773055
"Spain",2016,"Bronze",17,1232.49351844766,46.484062
"Spain",2016,"Gold",9,1232.49351844766,46.484062
"Spain",2016,"Silver",19,1232.49351844766,46.484062
"Sri Lanka",2000,"Bronze",0,37.7776917623618,18.776371
"Sri Lanka",2000,"Gold",0,37.7776917623618,18.776371
"Sri Lanka",2000,"Silver",1,37.7776917623618,18.776371
"Sri Lanka",2004,"Bronze",0,43.1960975530189,19.490431
"Sri Lanka",2004,"Gold",0,43.1960975530189,19.490431
"Sri Lanka",2004,"Silver",0,43.1960975530189,19.490431
"Sri Lanka",2008,"Bronze",0,55.9097065476528,20.285643
"Sri Lanka",2008,"Gold",0,55.9097065476528,20.285643
"Sri Lanka",2008,"Silver",0,55.9097065476528,20.285643
"Sri Lanka",2012,"Bronze",0,73.815041947847,21.017147
"Sri Lanka",2012,"Gold",0,73.815041947847,21.017147
"Sri Lanka",2012,"Silver",0,73.815041947847,21.017147
"Sri Lanka",2016,"Bronze",0,89.4436599041523,21.425494
"Sri Lanka",2016,"Gold",0,89.4436599041523,21.425494
"Sri Lanka",2016,"Silver",0,89.4436599041523,21.425494
"Sudan",2000,"Bronze",0,37.610270337133,26.298773
"Sudan",2000,"Gold",0,37.610270337133,26.298773
"Sudan",2000,"Silver",0,37.610270337133,26.298773
"Sudan",2004,"Bronze",0,47.451406763008,28.83155
"Sudan",2004,"Gold",0,47.451406763008,28.83155
"Sudan",2004,"Silver",0,47.451406763008,28.83155
"Sudan",2008,"Bronze",0,58.6384392928844,32.065241
"Sudan",2008,"Gold",0,58.6384392928844,32.065241
"Sudan",2008,"Silver",1,58.6384392928844,32.065241
"Sudan",2012,"Bronze",0,47.5666000272224,35.159792
"Sudan",2012,"Gold",0,47.5666000272224,35.159792
"Sudan",2012,"Silver",0,47.5666000272224,35.159792
"Sudan",2016,"Bronze",0,53.5204575811072,39.377169
"Sudan",2016,"Gold",0,53.5204575811072,39.377169
"Sudan",2016,"Silver",0,53.5204575811072,39.377169
"Sunrise",2000,"Bronze",0,NA,NA
"Sunrise",2000,"Gold",0,NA,NA
"Sunrise",2000,"Silver",0,NA,NA
"Sunrise",2004,"Bronze",0,NA,NA
"Sunrise",2004,"Gold",0,NA,NA
"Sunrise",2004,"Silver",0,NA,NA
"Sunrise",2008,"Bronze",0,NA,NA
"Sunrise",2008,"Gold",0,NA,NA
"Sunrise",2008,"Silver",1,NA,NA
"Sunrise",2012,"Bronze",0,NA,NA
"Sunrise",2012,"Gold",0,NA,NA
"Sunrise",2012,"Silver",0,NA,NA
"Sunrise",2016,"Bronze",0,NA,NA
"Sunrise",2016,"Gold",0,NA,NA
"Sunrise",2016,"Silver",0,NA,NA
"Sweden",2000,"Bronze",8,364.795858131684,8.872109
"Sweden",2000,"Gold",4,364.795858131684,8.872109
"Sweden",2000,"Silver",20,364.795858131684,8.872109
"Sweden",2004,"Bronze",2,403.731506887751,8.993531
"Sweden",2004,"Gold",5,403.731506887751,8.993531
"Sweden",2004,"Silver",5,403.731506887751,8.993531
"Sweden",2008,"Bronze",2,447.559127029566,9.219637
"Sweden",2008,"Gold",0,447.559127029566,9.219637
"Sweden",2008,"Silver",5,447.559127029566,9.219637
"Sweden",2012,"Bronze",3,465.359818585788,9.519374
"Sweden",2012,"Gold",2,465.359818585788,9.519374
"Sweden",2012,"Silver",17,465.359818585788,9.519374
"Sweden",2016,"Bronze",3,515.562425649407,9.923085
"Sweden",2016,"Gold",2,515.562425649407,9.923085
"Sweden",2016,"Silver",23,515.562425649407,9.923085
"Switzerland",2000,"Bronze",2,529.837997852025,7.18425
"Switzerland",2000,"Gold",1,529.837997852025,7.18425
"Switzerland",2000,"Silver",11,529.837997852025,7.18425
"Switzerland",2004,"Bronze",4,552.143052382242,7.389625
"Switzerland",2004,"Gold",1,552.143052382242,7.389625
"Switzerland",2004,"Silver",2,552.143052382242,7.389625
"Switzerland",2008,"Bronze",7,630.788401993241,7.647675
"Switzerland",2008,"Gold",3,630.788401993241,7.647675
"Switzerland",2008,"Silver",1,630.788401993241,7.647675
"Switzerland",2012,"Bronze",0,655.461803595119,7.996861
"Switzerland",2012,"Gold",2,655.461803595119,7.996861
"Switzerland",2012,"Silver",2,655.461803595119,7.996861
"Switzerland",2016,"Bronze",2,708.477337578722,8.373338
"Switzerland",2016,"Gold",6,708.477337578722,8.373338
"Switzerland",2016,"Silver",3,708.477337578722,8.373338
"Syria",2000,"Bronze",0,NA,NA
"Syria",2000,"Gold",0,NA,NA
"Syria",2000,"Silver",0,NA,NA
"Syria",2004,"Bronze",1,NA,NA
"Syria",2004,"Gold",0,NA,NA
"Syria",2004,"Silver",0,NA,NA
"Syria",2008,"Bronze",0,NA,NA
"Syria",2008,"Gold",0,NA,NA
"Syria",2008,"Silver",0,NA,NA
"Syria",2012,"Bronze",0,NA,NA
"Syria",2012,"Gold",0,NA,NA
"Syria",2012,"Silver",0,NA,NA
"Syria",2016,"Bronze",0,NA,NA
"Syria",2016,"Gold",0,NA,NA
"Syria",2016,"Silver",0,NA,NA
"Tajikistan",2000,"Bronze",0,2.69952810930372,6.272998
"Tajikistan",2000,"Gold",0,2.69952810930372,6.272998
"Tajikistan",2000,"Silver",0,2.69952810930372,6.272998
"Tajikistan",2004,"Bronze",0,4.01292203984883,6.801204
"Tajikistan",2004,"Gold",0,4.01292203984883,6.801204
"Tajikistan",2004,"Silver",0,4.01292203984883,6.801204
"Tajikistan",2008,"Bronze",1,5.32904178819322,7.324627
"Tajikistan",2008,"Gold",0,5.32904178819322,7.324627
"Tajikistan",2008,"Silver",1,5.32904178819322,7.324627
"Tajikistan",2012,"Bronze",1,6.80811727338834,7.956382
"Tajikistan",2012,"Gold",0,6.80811727338834,7.956382
"Tajikistan",2012,"Silver",0,6.80811727338834,7.956382
"Tajikistan",2016,"Bronze",0,8.84216025754501,8.725318
"Tajikistan",2016,"Gold",1,8.84216025754501,8.725318
"Tajikistan",2016,"Silver",0,8.84216025754501,8.725318
"Thailand",2000,"Bronze",2,221.454615181944,63.066603
"Thailand",2000,"Gold",1,221.454615181944,63.066603
"Thailand",2000,"Silver",0,221.454615181944,63.066603
"Thailand",2004,"Bronze",4,277.043563911345,65.311166
"Thailand",2004,"Gold",3,277.043563911345,65.311166
"Thailand",2004,"Silver",1,277.043563911345,65.311166
"Thailand",2008,"Bronze",0,324.964940636733,67.328239
"Thailand",2008,"Gold",2,324.964940636733,67.328239
"Thailand",2008,"Silver",2,324.964940636733,67.328239
"Thailand",2012,"Bronze",1,375.224234353836,69.157023
"Thailand",2012,"Gold",0,375.224234353836,69.157023
"Thailand",2012,"Silver",2,375.224234353836,69.157023
"Thailand",2016,"Bronze",2,415.081396923293,70.607037
"Thailand",2016,"Gold",2,415.081396923293,70.607037
"Thailand",2016,"Silver",2,415.081396923293,70.607037
"Togo",2000,"Bronze",0,3.49282665280818,5.008035
"Togo",2000,"Gold",0,3.49282665280818,5.008035
"Togo",2000,"Silver",0,3.49282665280818,5.008035
"Togo",2004,"Bronze",0,3.86387043296664,5.565218
"Togo",2004,"Gold",0,3.86387043296664,5.565218
"Togo",2004,"Silver",0,3.86387043296664,5.565218
"Togo",2008,"Bronze",1,3.88755886499664,6.222482
"Togo",2008,"Gold",0,3.88755886499664,6.222482
"Togo",2008,"Silver",0,3.88755886499664,6.222482
"Togo",2012,"Bronze",0,4.8817261467373,6.926635
"Togo",2012,"Gold",0,4.8817261467373,6.926635
"Togo",2012,"Silver",0,4.8817261467373,6.926635
"Togo",2016,"Bronze",0,5.99804770991458,7.661354
"Togo",2016,"Gold",0,5.99804770991458,7.661354
"Togo",2016,"Silver",0,5.99804770991458,7.661354
"Trinidad and Tobago",2000,"Bronze",1,13.2331950301221,1.332203
"Trinidad and Tobago",2000,"Gold",0,13.2331950301221,1.332203
"Trinidad and Tobago",2000,"Silver",1,13.2331950301221,1.332203
"Trinidad and Tobago",2004,"Bronze",1,18.3812421723468,1.361172
"Trinidad and Tobago",2004,"Gold",0,18.3812421723468,1.361172
"Trinidad and Tobago",2004,"Silver",0,18.3812421723468,1.361172
"Trinidad and Tobago",2008,"Bronze",0,23.9370475314744,1.392803
"Trinidad and Tobago",2008,"Gold",5,23.9370475314744,1.392803
"Trinidad and Tobago",2008,"Silver",1,23.9370475314744,1.392803
"Trinidad and Tobago",2012,"Bronze",5,25.3324571995056,1.430377
"Trinidad and Tobago",2012,"Gold",1,25.3324571995056,1.430377
"Trinidad and Tobago",2012,"Silver",4,25.3324571995056,1.430377
"Trinidad and Tobago",2016,"Bronze",1,24.9917907308054,1.46933
"Trinidad and Tobago",2016,"Gold",0,24.9917907308054,1.46933
"Trinidad and Tobago",2016,"Silver",0,24.9917907308054,1.46933
"Tunisia",2000,"Bronze",0,27.9721519367461,9.893316
"Tunisia",2000,"Gold",0,27.9721519367461,9.893316
"Tunisia",2000,"Silver",0,27.9721519367461,9.893316
"Tunisia",2004,"Bronze",0,32.7221072658078,10.292225
